pat_date	pat_userid	pat_num_actions
2015-04-29	416184	2
2015-04-29	1218696	1
2015-04-29	1943537	11
2015-04-29	2136008	1
2015-04-29	6196463	1
2015-04-29	10539714	1
2015-04-29	10867422	9
2015-04-29	11760349	4
2015-04-29	13588723	31
2015-04-29	13821812	188
2015-04-29	16123725	2
2015-04-29	16443295	2
2015-04-29	17370235	32
2015-04-29	18215845	3
2015-04-29	18488006	24
2015-04-29	19583588	54
2015-04-29	19928789	8
2015-04-29	21003237	4
2015-04-29	21549123	3
2015-04-29	21615878	6
2015-04-29	23035847	17
2015-04-29	23187350	2
2015-04-29	23748255	9
2015-04-29	23994444	7
2015-04-29	24536213	9
2015-04-29	24747272	192
2015-04-30	416184	5
2015-04-30	1024002	3
2015-04-30	1943537	1
2015-04-30	4984038	4
2015-04-30	5043812	2
2015-04-30	6196463	2
2015-04-30	8757051	5
2015-04-30	10539714	1
2015-04-30	10867422	6
2015-04-30	11533489	12
2015-04-30	13588723	12
2015-04-30	13821812	21
2015-04-30	16123725	1
2015-04-30	16663390	2
2015-04-30	17370235	12
2015-04-30	18215845	3
2015-04-30	18488006	8
2015-04-30	19583588	34
2015-04-30	19959423	2
2015-04-30	20083999	1
2015-04-30	21268108	16
2015-04-30	21545668	2
2015-04-30	21615878	2
2015-04-30	21685244	4
2015-04-30	21840846	38
2015-04-30	21939030	1
2015-04-30	22089808	4
2015-04-30	22434203	1
2015-04-30	23035847	4
2015-04-30	23039188	4
2015-04-30	23748255	15
2015-04-30	23994444	4
2015-04-30	24208635	4
2015-04-30	24747272	302
2015-05-01	196471	3
2015-05-01	236339	35
2015-05-01	416184	2
2015-05-01	1218696	2
2015-05-01	4748910	21
2015-05-01	5043812	20
2015-05-01	5360838	2
2015-05-01	6196463	11
2015-05-01	9555110	1
2015-05-01	9676078	11
2015-05-01	10357594	7
2015-05-01	13588723	23
2015-05-01	13821812	123
2015-05-01	15564627	4
2015-05-01	16123725	2
2015-05-01	17175981	10
2015-05-01	18215845	3
2015-05-01	18488006	10
2015-05-01	19583588	14
2015-05-01	19922230	2
2015-05-01	20488265	8
2015-05-01	21482476	57
2015-05-01	21549123	6
2015-05-01	22089808	2
2015-05-01	23035847	11
2015-05-01	23986579	1
2015-05-01	24416395	4
2015-05-01	24508002	9
2015-05-01	24747272	115
2015-05-01	24969835	2
2015-05-02	416184	3
2015-05-02	461300	4
2015-05-02	1218696	1
2015-05-02	2157954	5
2015-05-02	2820395	1
2015-05-02	3533381	4
2015-05-02	4748910	25
2015-05-02	4984038	4
2015-05-02	6196463	4
2015-05-02	7304264	1
2015-05-02	9607385	1
2015-05-02	9676078	2
2015-05-02	10023696	4
2015-05-02	10357594	5
2015-05-02	10614794	6
2015-05-02	11760349	35
2015-05-02	13588723	14
2015-05-02	13821812	45
2015-05-02	13975403	1
2015-05-02	19583588	7
2015-05-02	21840846	18
2015-05-02	23187350	2
2015-05-02	23748255	33
2015-05-02	24101482	2
2015-05-02	24747272	243
2015-05-02	24969835	1
2015-05-03	53685	6
2015-05-03	196471	4
2015-05-03	1357356	6
2015-05-03	1943537	10
2015-05-03	4748910	4
2015-05-03	7627388	12
2015-05-03	10023696	30
2015-05-03	10357594	2
2015-05-03	11760349	55
2015-05-03	13588723	10
2015-05-03	13821812	25
2015-05-03	13975403	1
2015-05-03	16123725	4
2015-05-03	16860320	27
2015-05-03	18622101	4
2015-05-03	18892583	1
2015-05-03	19583588	13
2015-05-03	20008731	6
2015-05-03	20957809	1
2015-05-03	21840846	21
2015-05-03	23748255	24
2015-05-03	23986579	2
2015-05-03	24747272	7
2015-05-04	53685	10
2015-05-04	346148	2
2015-05-04	1218696	2
2015-05-04	1357356	3
2015-05-04	1943537	11
2015-05-04	5043812	12
2015-05-04	5333362	2
2015-05-04	6196463	4
2015-05-04	9676078	6
2015-05-04	10357594	4
2015-05-04	11760349	32
2015-05-04	12488324	2
2015-05-04	13588723	2
2015-05-04	13821812	271
2015-05-04	14593520	12
2015-05-04	16123725	2
2015-05-04	16860320	8
2015-05-04	17168387	2
2015-05-04	17863160	3
2015-05-04	18189084	105
2015-05-04	18488006	1
2015-05-04	18892583	2
2015-05-04	19583588	15
2015-05-04	19922230	2
2015-05-04	19928789	22
2015-05-04	21545668	9
2015-05-04	21840846	16
2015-05-04	21886425	5
2015-05-04	22434203	1
2015-05-04	23035847	2
2015-05-04	23748255	9
2015-05-04	23986579	1
2015-05-04	24619723	9
2015-05-04	24747272	19
2015-05-05	12176	5
2015-05-05	196471	1
2015-05-05	416184	1
2015-05-05	776137	2
2015-05-05	1218696	2
2015-05-05	1455149	34
2015-05-05	1943537	3
2015-05-05	2157954	4
2015-05-05	4984038	6
2015-05-05	5360838	6
2015-05-05	6196463	5
2015-05-05	9676078	11
2015-05-05	10357594	8
2015-05-05	10614794	10
2015-05-05	10646449	2
2015-05-05	11760349	26
2015-05-05	13096125	9
2015-05-05	13821812	461
2015-05-05	13975403	1
2015-05-05	15628038	2
2015-05-05	15763484	2
2015-05-05	17168387	1
2015-05-05	17370235	22
2015-05-05	17397640	1
2015-05-05	18189084	36
2015-05-05	18488006	9
2015-05-05	18622101	22
2015-05-05	19583588	25
2015-05-05	19922230	4
2015-05-05	19959423	13
2015-05-05	21615878	6
2015-05-05	21840846	15
2015-05-05	23039188	4
2015-05-05	23748255	27
2015-05-05	23986579	7
2015-05-05	24619723	7
2015-05-05	24747272	37
2015-05-06	12176	65
2015-05-06	776137	9
2015-05-06	1646408	15
2015-05-06	2136008	2
2015-05-06	2157954	3
2015-05-06	4984038	4
2015-05-06	5043812	8
2015-05-06	5360838	6
2015-05-06	9078664	1
2015-05-06	9676078	5
2015-05-06	10357594	3
2015-05-06	11760349	29
2015-05-06	13821812	72
2015-05-06	15566186	26
2015-05-06	15763484	1
2015-05-06	17397640	2
2015-05-06	17863160	5
2015-05-06	18488006	9
2015-05-06	18622101	2
2015-05-06	18892583	8
2015-05-06	19583588	16
2015-05-06	19959423	2
2015-05-06	21482476	46
2015-05-06	22776755	4
2015-05-06	23039188	2
2015-05-06	23748255	20
2015-05-06	24265647	1
2015-05-06	24522074	1
2015-05-06	24747272	19
2015-05-07	12176	3
2015-05-07	196471	3
2015-05-07	776137	8
2015-05-07	1168880	8
2015-05-07	1646408	20
2015-05-07	2766075	1
2015-05-07	3982375	1
2015-05-07	4984038	6
2015-05-07	6682565	2
2015-05-07	8638440	3
2015-05-07	9676078	3
2015-05-07	10614794	24
2015-05-07	13821812	185
2015-05-07	16860320	4
2015-05-07	17397640	2
2015-05-07	18004971	3
2015-05-07	19583588	65
2015-05-07	19922230	4
2015-05-07	19959423	6
2015-05-07	21268108	4
2015-05-07	21482476	2
2015-05-07	21840846	31
2015-05-07	23035847	2
2015-05-07	23039188	1
2015-05-07	23748255	6
2015-05-07	24416395	6
2015-05-07	24444640	1
2015-05-07	24522074	1
2015-05-07	24619723	1
2015-05-07	24812962	68
2015-05-07	24969835	1
2015-05-08	12176	2
2015-05-08	34431	13
2015-05-08	196471	4
2015-05-08	416184	1
2015-05-08	1168880	9
2015-05-08	2273199	2
2015-05-08	3533381	3
2015-05-08	5238361	3
2015-05-08	6682565	3
2015-05-08	9676078	14
2015-05-08	10614794	8
2015-05-08	13821812	39
2015-05-08	15564627	57
2015-05-08	15891802	1
2015-05-08	16397225	40
2015-05-08	16860320	1
2015-05-08	17370235	6
2015-05-08	17863160	6
2015-05-08	18488006	4
2015-05-08	18892583	3
2015-05-08	19583588	12
2015-05-08	19922230	1
2015-05-08	21482476	8
2015-05-08	22581480	2
2015-05-08	23039188	8
2015-05-08	23748255	1
2015-05-08	23986579	4
2015-05-08	24619723	1
2015-05-08	24747272	14
2015-05-08	24812962	32
2015-05-09	34431	34
2015-05-09	53685	2
2015-05-09	196471	5
2015-05-09	416184	8
2015-05-09	3533381	5
2015-05-09	5360838	2
2015-05-09	9676078	1
2015-05-09	10614794	6
2015-05-09	12023796	6
2015-05-09	13821812	69
2015-05-09	16397225	12
2015-05-09	17863160	2
2015-05-09	18189084	4
2015-05-09	18892583	45
2015-05-09	19413316	6
2015-05-09	19583588	55
2015-05-09	20574729	4
2015-05-09	21545668	20
2015-05-09	21615878	1
2015-05-09	21840846	16
2015-05-09	23039188	1
2015-05-09	23986579	2
2015-05-09	24416395	2
2015-05-09	24562946	1
2015-05-09	24619723	6
2015-05-09	24747272	2
2015-05-09	24812962	192
2015-05-09	25061312	2
2015-05-10	12176	2
2015-05-10	53685	2
2015-05-10	196471	1
2015-05-10	346148	2
2015-05-10	416184	2
2015-05-10	2157954	5
2015-05-10	3533381	2
2015-05-10	3543074	20
2015-05-10	3982375	3
2015-05-10	5360838	10
2015-05-10	9676078	15
2015-05-10	10357594	3
2015-05-10	10614794	9
2015-05-10	11760349	7
2015-05-10	13821812	23
2015-05-10	15799856	4
2015-05-10	17175981	10
2015-05-10	18892583	4
2015-05-10	19583588	21
2015-05-10	19959423	5
2015-05-10	20574729	17
2015-05-10	21545668	1
2015-05-10	21615878	1
2015-05-10	23039188	2
2015-05-10	23748255	4
2015-05-10	23987251	3
2015-05-10	24632052	1
2015-05-10	24796666	4
2015-05-10	24812962	10
2015-05-11	196471	2
2015-05-11	1168880	1
2015-05-11	1218696	1
2015-05-11	1646408	7
2015-05-11	2157954	1
2015-05-11	3533381	2
2015-05-11	3982375	3
2015-05-11	5197671	1
2015-05-11	8757051	8
2015-05-11	10357594	6
2015-05-11	10614794	18
2015-05-11	11760349	6
2015-05-11	13821812	97
2015-05-11	16123725	2
2015-05-11	17370235	8
2015-05-11	17863160	6
2015-05-11	18189084	12
2015-05-11	18336458	2
2015-05-11	18488006	6
2015-05-11	18622101	4
2015-05-11	18892583	11
2015-05-11	19583588	32
2015-05-11	21482476	37
2015-05-11	21685244	15
2015-05-11	22270931	1
2015-05-11	23748255	4
2015-05-11	24619723	5
2015-05-11	24747272	19
2015-05-11	24796666	4
2015-05-11	24812962	126
2015-05-12	12176	2
2015-05-12	196471	6
2015-05-12	416184	2
2015-05-12	1646408	4
2015-05-12	4984038	2
2015-05-12	7759401	15
2015-05-12	9676078	1
2015-05-12	10357594	1
2015-05-12	10539714	1
2015-05-12	10614794	8
2015-05-12	13821812	539
2015-05-12	15566186	34
2015-05-12	15636960	2
2015-05-12	16860320	6
2015-05-12	18189084	125
2015-05-12	18488006	10
2015-05-12	18892583	2
2015-05-12	19583588	23
2015-05-12	19928789	15
2015-05-12	20008731	1
2015-05-12	21482476	62
2015-05-12	21685244	20
2015-05-12	22089808	2
2015-05-12	22639573	4
2015-05-12	23748255	13
2015-05-12	24619723	1
2015-05-12	24812962	71
2015-05-12	25061312	3
2015-05-13	196471	1
2015-05-13	416184	4
2015-05-13	1168880	4
2015-05-13	4984038	4
2015-05-13	6196463	1
2015-05-13	6682565	1
2015-05-13	8757051	3
2015-05-13	9676078	15
2015-05-13	10357594	3
2015-05-13	11760349	2
2015-05-13	13821812	146
2015-05-13	15564627	65
2015-05-13	16663390	2
2015-05-13	16860320	6
2015-05-13	17370235	6
2015-05-13	17421396	7
2015-05-13	17863160	7
2015-05-13	18336458	2
2015-05-13	18488006	2
2015-05-13	18892583	13
2015-05-13	19583588	18
2015-05-13	19922230	2
2015-05-13	19928789	9
2015-05-13	20008731	6
2015-05-13	21482476	35
2015-05-13	22208726	1
2015-05-13	22495477	2
2015-05-13	22581480	1
2015-05-13	23039188	2
2015-05-13	23748255	16
2015-05-13	24416395	10
2015-05-13	24536213	1
2015-05-13	24619723	8
2015-05-13	24796666	6
2015-05-13	24812962	56
2015-05-14	334887	1
2015-05-14	416184	7
2015-05-14	1943537	1
2015-05-14	3982375	8
2015-05-14	6682565	1
2015-05-14	7627388	18
2015-05-14	9676078	2
2015-05-14	10357594	3
2015-05-14	11760349	25
2015-05-14	13821812	437
2015-05-14	15707762	2
2015-05-14	16123725	1
2015-05-14	16860320	2
2015-05-14	17370235	8
2015-05-14	18189084	42
2015-05-14	18488006	7
2015-05-14	18892583	5
2015-05-14	19583588	48
2015-05-14	21482476	58
2015-05-14	21545668	6
2015-05-14	21615878	1
2015-05-14	21840846	6
2015-05-14	23035847	2
2015-05-14	23748255	1
2015-05-14	24619723	3
2015-05-14	24747272	10
2015-05-14	24812962	60
2015-05-15	57673	37
2015-05-15	416184	4
2015-05-15	564195	39
2015-05-15	1943537	4
2015-05-15	2157954	5
2015-05-15	5360838	3
2015-05-15	6196463	1
2015-05-15	10539714	1
2015-05-15	11322693	1
2015-05-15	11760349	26
2015-05-15	13821812	90
2015-05-15	18215845	6
2015-05-15	18418173	4
2015-05-15	18488006	12
2015-05-15	18892583	5
2015-05-15	19583588	27
2015-05-15	20008731	8
2015-05-15	20957809	3
2015-05-15	21482476	8
2015-05-15	21545668	5
2015-05-15	21943430	18
2015-05-15	22495477	2
2015-05-15	23748255	7
2015-05-15	24207737	9
2015-05-15	24315112	9
2015-05-15	24619723	6
2015-05-15	24796666	4
2015-05-15	24812962	90
2015-05-15	25136741	4
2015-05-16	53685	2
2015-05-16	57673	6
2015-05-16	196471	1
2015-05-16	416184	3
2015-05-16	1514746	1
2015-05-16	1544984	1
2015-05-16	1943537	3
2015-05-16	2766075	1
2015-05-16	11760349	31
2015-05-16	13821812	94
2015-05-16	15171645	5
2015-05-16	17397640	3
2015-05-16	17863160	2
2015-05-16	19477919	6
2015-05-16	19583588	30
2015-05-16	19928789	28
2015-05-16	20008731	6
2015-05-16	22089808	53
2015-05-16	22150306	12
2015-05-16	23428938	1
2015-05-16	23986579	1
2015-05-16	24619723	2
2015-05-16	24721920	13
2015-05-16	25063735	8
2015-05-17	57673	29
2015-05-17	196471	3
2015-05-17	1646408	3
2015-05-17	7627388	5
2015-05-17	9676078	4
2015-05-17	10357594	1
2015-05-17	11803854	1
2015-05-17	13821812	166
2015-05-17	15171645	2
2015-05-17	15891802	5
2015-05-17	17863160	3
2015-05-17	18622101	4
2015-05-17	18892583	49
2015-05-17	19583588	32
2015-05-17	20008731	3
2015-05-17	21482476	3
2015-05-17	23748255	25
2015-05-17	23986579	2
2015-05-17	24136187	14
2015-05-17	24253262	1
2015-05-17	24619723	1
2015-05-17	24812962	1
2015-05-18	53685	25
2015-05-18	196471	2
2015-05-18	564195	26
2015-05-18	1414762	2
2015-05-18	1646408	1
2015-05-18	9676078	12
2015-05-18	10539714	1
2015-05-18	10614794	8
2015-05-18	11760349	4
2015-05-18	13588723	17
2015-05-18	13821812	214
2015-05-18	15564627	16
2015-05-18	15891802	3
2015-05-18	17863160	8
2015-05-18	18371554	1
2015-05-18	18488006	2
2015-05-18	18892583	13
2015-05-18	19583588	36
2015-05-18	19627935	3
2015-05-18	19818307	3
2015-05-18	19959423	2
2015-05-18	20008731	1
2015-05-18	21840846	13
2015-05-18	22150306	12
2015-05-18	22208726	30
2015-05-18	23748255	15
2015-05-18	24207737	1
2015-05-18	24796666	2
2015-05-18	24812962	55
2015-05-19	53685	5
2015-05-19	57673	11
2015-05-19	416184	1
2015-05-19	564195	48
2015-05-19	1943537	3
2015-05-19	2136008	2
2015-05-19	2377922	1
2015-05-19	6012516	1
2015-05-19	6196463	1
2015-05-19	9078664	1
2015-05-19	9676078	1
2015-05-19	10357594	6
2015-05-19	10539714	1
2015-05-19	11760349	12
2015-05-19	13821812	130
2015-05-19	17397640	6
2015-05-19	18189084	58
2015-05-19	18783712	1
2015-05-19	18892583	77
2015-05-19	19583588	25
2015-05-19	20008731	4
2015-05-19	22150306	2
2015-05-19	22208726	3
2015-05-19	23035847	2
2015-05-19	23512252	49
2015-05-19	23748255	8
2015-05-19	23763220	17
2015-05-19	24207737	1
2015-05-19	24796666	2
2015-05-19	24812962	151
2015-05-20	53685	5
2015-05-20	57673	7
2015-05-20	416184	3
2015-05-20	564195	22
2015-05-20	1830371	3
2015-05-20	2157954	2
2015-05-20	2512606	13
2015-05-20	3982375	2
2015-05-20	4984038	2
2015-05-20	5360838	7
2015-05-20	6196463	2
2015-05-20	9078664	1
2015-05-20	9676078	9
2015-05-20	10539714	10
2015-05-20	11760349	1
2015-05-20	13588723	9
2015-05-20	13821812	227
2015-05-20	17370235	12
2015-05-20	17746512	5
2015-05-20	18189084	24
2015-05-20	18488006	3
2015-05-20	18892583	72
2015-05-20	19583588	25
2015-05-20	19959423	2
2015-05-20	20543045	8
2015-05-20	21615878	1
2015-05-20	21840846	6
2015-05-20	22089808	5
2015-05-20	22150306	16
2015-05-20	23039188	3
2015-05-20	23512252	56
2015-05-20	23694859	1
2015-05-20	24207737	1
2015-05-20	24796666	2
2015-05-20	24812962	108
2015-05-20	25093617	4
2015-05-20	25190808	5
2015-05-21	196471	2
2015-05-21	416184	1
2015-05-21	2157954	2
2015-05-21	3982375	2
2015-05-21	5360838	12
2015-05-21	6196463	3
2015-05-21	9676078	13
2015-05-21	9696476	4
2015-05-21	10357594	2
2015-05-21	11760349	10
2015-05-21	13588723	17
2015-05-21	13821812	94
2015-05-21	15707762	2
2015-05-21	18488006	11
2015-05-21	18892583	12
2015-05-21	19583588	32
2015-05-21	19959423	3
2015-05-21	19999621	54
2015-05-21	21840846	1
2015-05-21	22150306	18
2015-05-21	23512252	8
2015-05-21	23763220	10
2015-05-21	24207737	5
2015-05-21	24619723	6
2015-05-21	24812962	82
2015-05-21	25093617	32
2015-05-21	25190808	1
2015-05-22	196471	2
2015-05-22	416184	6
2015-05-22	564195	12
2015-05-22	1168880	23
2015-05-22	2157954	1
2015-05-22	3370936	2
2015-05-22	3982375	4
2015-05-22	5197671	2
2015-05-22	6682565	3
2015-05-22	8043052	1
2015-05-22	9676078	30
2015-05-22	10023696	13
2015-05-22	11916782	2
2015-05-22	13588723	17
2015-05-22	13821812	121
2015-05-22	15564627	36
2015-05-22	17455969	3
2015-05-22	17863160	9
2015-05-22	18189084	168
2015-05-22	18892583	2
2015-05-22	19583588	44
2015-05-22	19959423	5
2015-05-22	21615878	8
2015-05-22	21733618	2
2015-05-22	22150306	4
2015-05-22	23512252	32
2015-05-22	23763220	10
2015-05-22	24619723	14
2015-05-22	24812962	67
2015-05-22	25061312	2
2015-05-22	25093617	13
2015-05-23	53685	14
2015-05-23	57673	2
2015-05-23	196471	2
2015-05-23	416184	5
2015-05-23	5360838	2
2015-05-23	6682565	2
2015-05-23	8757051	3
2015-05-23	10357594	2
2015-05-23	13588723	26
2015-05-23	13821812	75
2015-05-23	15707762	1
2015-05-23	17449355	2
2015-05-23	18189084	65
2015-05-23	18418173	1
2015-05-23	18892583	6
2015-05-23	19583588	49
2015-05-23	19959423	3
2015-05-23	21615878	3
2015-05-23	22957913	5
2015-05-23	23039188	4
2015-05-23	23512252	9
2015-05-23	23763220	15
2015-05-23	24207737	1
2015-05-23	24953496	2
2015-05-23	25061312	2
2015-05-23	25106867	15
2015-05-24	53685	8
2015-05-24	416184	7
2015-05-24	2157954	3
2015-05-24	5360838	2
2015-05-24	10539714	1
2015-05-24	13588723	5
2015-05-24	13821812	73
2015-05-24	17863160	8
2015-05-24	18418173	4
2015-05-24	18622101	44
2015-05-24	18892583	24
2015-05-24	19583588	22
2015-05-24	19627935	2
2015-05-24	19649881	2
2015-05-24	21003237	2
2015-05-24	21615878	14
2015-05-24	21840846	13
2015-05-24	22150306	2
2015-05-24	22537453	19
2015-05-24	23039188	7
2015-05-24	23512252	4
2015-05-24	23763220	6
2015-05-24	24207737	2
2015-05-24	24721920	8
2015-05-24	24812962	23
2015-05-24	24953496	12
2015-05-25	196471	5
2015-05-25	416184	2
2015-05-25	2157954	5
2015-05-25	5360838	13
2015-05-25	7627388	7
2015-05-25	9676078	26
2015-05-25	10357594	7
2015-05-25	11760349	7
2015-05-25	13588723	12
2015-05-25	13821812	28
2015-05-25	16123725	2
2015-05-25	17375010	3
2015-05-25	17779745	6
2015-05-25	18189084	13
2015-05-25	18418173	2
2015-05-25	18892583	2
2015-05-25	19477919	2
2015-05-25	19583588	32
2015-05-25	20732776	1
2015-05-25	21840846	10
2015-05-25	22150306	2
2015-05-25	23512252	2
2015-05-25	23748255	21
2015-05-25	23763220	10
2015-05-25	24207737	1
2015-05-25	24812962	30
2015-05-25	25151159	8
2015-05-26	79	6
2015-05-26	136864	36
2015-05-26	196471	2
2015-05-26	416184	3
2015-05-26	564195	4
2015-05-26	1168880	16
2015-05-26	4287536	1
2015-05-26	5043812	16
2015-05-26	6320921	2
2015-05-26	7627388	1
2015-05-26	9676078	14
2015-05-26	10357594	5
2015-05-26	10614794	23
2015-05-26	11498870	1
2015-05-26	13821812	62
2015-05-26	15566186	6
2015-05-26	17370235	6
2015-05-26	17779745	102
2015-05-26	17863160	10
2015-05-26	18189084	146
2015-05-26	18418173	2
2015-05-26	18488006	4
2015-05-26	19583588	22
2015-05-26	19959423	2
2015-05-26	20543045	1
2015-05-26	20919629	67
2015-05-26	21615878	1
2015-05-26	21840846	12
2015-05-26	22150306	6
2015-05-26	23512252	4
2015-05-26	23748255	38
2015-05-26	23763220	10
2015-05-26	24321320	77
2015-05-26	24444640	2
2015-05-26	24619723	2
2015-05-26	25061312	4
2015-05-26	25151159	16
2015-05-27	416184	4
2015-05-27	1921264	4
2015-05-27	4381155	4
2015-05-27	4984038	2
2015-05-27	10357594	2
2015-05-27	11760349	4
2015-05-27	13821812	41
2015-05-27	14596827	1
2015-05-27	15564627	42
2015-05-27	15707762	6
2015-05-27	16852310	3
2015-05-27	16860320	13
2015-05-27	17370235	8
2015-05-27	17863160	2
2015-05-27	18189084	72
2015-05-27	18488006	15
2015-05-27	18892583	36
2015-05-27	19583588	52
2015-05-27	19959423	9
2015-05-27	20919629	17
2015-05-27	21615878	17
2015-05-27	21840846	11
2015-05-27	22089808	2
2015-05-27	22150306	6
2015-05-27	23039188	5
2015-05-27	23175163	5
2015-05-27	23512252	10
2015-05-27	23748255	37
2015-05-27	24321320	145
2015-05-27	24619723	2
2015-05-27	25151159	21
2015-05-27	25209507	54
2015-05-28	416184	4
2015-05-28	5043812	30
2015-05-28	6682565	1
2015-05-28	7627388	3
2015-05-28	9676078	18
2015-05-28	10236113	147
2015-05-28	10614794	24
2015-05-28	11760349	1
2015-05-28	13588723	7
2015-05-28	13821812	62
2015-05-28	15566186	24
2015-05-28	16718996	1
2015-05-28	16860320	17
2015-05-28	17370235	45
2015-05-28	17421396	4
2015-05-28	17779745	4
2015-05-28	17863160	8
2015-05-28	18189084	26
2015-05-28	18418173	4
2015-05-28	18488006	6
2015-05-28	19583588	9
2015-05-28	19959423	7
2015-05-28	22150306	4
2015-05-28	23039188	5
2015-05-28	23175163	6
2015-05-28	23512252	6
2015-05-28	23748255	9
2015-05-28	24321320	66
2015-05-28	24619723	2
2015-05-28	25106867	2
2015-05-28	25151159	5
2015-05-28	25209507	101
2015-05-28	25265719	1
2015-05-29	79	2
2015-05-29	59944	4
2015-05-29	196471	5
2015-05-29	416184	3
2015-05-29	492056	6
2015-05-29	2157954	5
2015-05-29	5360838	6
2015-05-29	9078664	1
2015-05-29	9676078	22
2015-05-29	10236113	17
2015-05-29	10357594	3
2015-05-29	10614794	8
2015-05-29	11225276	6
2015-05-29	11760349	23
2015-05-29	13821812	31
2015-05-29	14730724	30
2015-05-29	15564627	10
2015-05-29	17370235	8
2015-05-29	17779745	2
2015-05-29	17863160	1
2015-05-29	18418173	8
2015-05-29	18892583	6
2015-05-29	19583588	75
2015-05-29	19818307	1
2015-05-29	19936905	11
2015-05-29	20732776	1
2015-05-29	22164567	1
2015-05-29	23039188	3
2015-05-29	23175163	6
2015-05-29	23512252	16
2015-05-29	23748255	2
2015-05-29	23987251	5
2015-05-29	24289919	1
2015-05-29	24321320	18
2015-05-29	24619723	2
2015-05-29	25062535	1
2015-05-29	25209507	42
2015-05-30	342151	6
2015-05-30	416184	2
2015-05-30	1544984	1
2015-05-30	4381155	4
2015-05-30	5360838	4
2015-05-30	6196463	1
2015-05-30	6682565	2
2015-05-30	8586922	2
2015-05-30	9078664	1
2015-05-30	9676078	103
2015-05-30	10357594	1
2015-05-30	11225276	2
2015-05-30	13588723	32
2015-05-30	13821812	14
2015-05-30	14730724	3
2015-05-30	15799856	2
2015-05-30	17779745	14
2015-05-30	18189084	24
2015-05-30	19583588	61
2015-05-30	20543045	1
2015-05-30	21056935	5
2015-05-30	21840846	9
2015-05-30	22537479	15
2015-05-30	22632709	2
2015-05-30	23039188	4
2015-05-30	23175163	2
2015-05-30	23748255	3
2015-05-30	24321320	17
2015-05-30	25209507	21
2015-05-31	416184	2
2015-05-31	1646408	7
2015-05-31	2157954	2
2015-05-31	9676078	93
2015-05-31	10236113	86
2015-05-31	10357594	1
2015-05-31	13588723	25
2015-05-31	13821812	50
2015-05-31	15799856	12
2015-05-31	17652082	1
2015-05-31	17779745	113
2015-05-31	18215845	3
2015-05-31	19583588	90
2015-05-31	21056935	2
2015-05-31	23748255	5
2015-05-31	23763220	12
2015-05-31	24321320	14
2015-06-01	74615	3
2015-06-01	1218696	1
2015-06-01	1646408	6
2015-06-01	4287536	1
2015-06-01	5360838	2
2015-06-01	6196463	3
2015-06-01	8184661	1
2015-06-01	8757051	3
2015-06-01	9676078	48
2015-06-01	10236113	24
2015-06-01	10614794	9
2015-06-01	13821812	30
2015-06-01	15566186	28
2015-06-01	15799856	6
2015-06-01	15891802	4
2015-06-01	17370235	4
2015-06-01	18189084	21
2015-06-01	18622101	52
2015-06-01	18853599	3
2015-06-01	18892583	11
2015-06-01	20008731	3
2015-06-01	20410206	8
2015-06-01	20919629	4
2015-06-01	21151565	4
2015-06-01	23512252	2
2015-06-01	23863110	4
2015-06-01	24321320	6
2015-06-01	24619723	2
2015-06-02	53685	9
2015-06-02	74615	1
2015-06-02	150564	5
2015-06-02	416184	7
2015-06-02	1646408	4
2015-06-02	2136008	2
2015-06-02	6682565	1
2015-06-02	9676078	113
2015-06-02	10614794	33
2015-06-02	11760349	13
2015-06-02	13821812	30
2015-06-02	15564627	8
2015-06-02	15799856	8
2015-06-02	18488006	4
2015-06-02	18853599	2
2015-06-02	19928789	6
2015-06-02	21479757	1
2015-06-02	21685244	1
2015-06-02	21840846	14
2015-06-02	22150306	12
2015-06-02	22581480	3
2015-06-02	23863110	20
2015-06-02	24812962	47
2015-06-02	25190808	3
2015-06-02	25325641	9
2015-06-03	4295	6
2015-06-03	53685	5
2015-06-03	150564	1
2015-06-03	207517	49
2015-06-03	416184	3
2015-06-03	451287	1
2015-06-03	2016996	2
2015-06-03	2512606	42
2015-06-03	4381155	2
2015-06-03	6682565	1
2015-06-03	9676078	19
2015-06-03	10236113	82
2015-06-03	10357594	11
2015-06-03	10539714	1
2015-06-03	10614794	32
2015-06-03	13821812	35
2015-06-03	15364288	1
2015-06-03	16860320	2
2015-06-03	17370235	8
2015-06-03	18189084	149
2015-06-03	20008731	2
2015-06-03	21840846	1
2015-06-03	22150306	14
2015-06-03	22434203	1
2015-06-03	22632709	2
2015-06-03	23175163	4
2015-06-03	23748255	2
2015-06-03	23987251	6
2015-06-03	24321320	10
2015-06-03	24536213	3
2015-06-03	24619723	2
2015-06-03	24812962	69
2015-06-03	25325641	20
2015-06-04	79	2
2015-06-04	4295	2
2015-06-04	53685	15
2015-06-04	74615	2
2015-06-04	136864	49
2015-06-04	1168880	5
2015-06-04	1826888	9
2015-06-04	3543074	11
2015-06-04	5360838	2
2015-06-04	9676078	91
2015-06-04	10614794	15
2015-06-04	11498870	6
2015-06-04	13821812	72
2015-06-04	16397225	21
2015-06-04	18109531	2
2015-06-04	18418173	4
2015-06-04	18853599	5
2015-06-04	19627935	1
2015-06-04	19959423	6
2015-06-04	22150306	2
2015-06-04	22632709	2
2015-06-04	23175163	1
2015-06-04	23748255	1
2015-06-04	24536213	66
2015-06-04	24619723	2
2015-06-04	24812962	2
2015-06-04	25151159	10
