pat_date	pat_userid	pat_num_actions
2013-04-17	18219887	24
2013-04-17	18334455	3
2013-04-17	18513201	1
2013-04-18	110228	10
2013-04-18	319064	4
2013-04-18	563447	4
2013-04-18	2116232	5
2013-04-18	6320921	32
2013-04-18	8043052	2
2013-04-18	9965046	2
2013-04-18	11498870	13
2013-04-18	13698022	4
2013-04-18	14253215	45
2013-04-18	16255965	2
2013-04-18	16710476	3
2013-04-18	17175981	8
2013-04-18	17368768	9
2013-04-18	17692825	3
2013-04-18	17911012	5
2013-04-18	18163206	3
2013-04-18	18191628	12
2013-04-18	18513201	2
2013-04-18	18725603	22
2013-04-19	19217	4
2013-04-19	262675	2
2013-04-19	860549	8
2013-04-19	2116232	11
2013-04-19	2215415	2
2013-04-19	3000221	1
2013-04-19	3100343	37
2013-04-19	4047385	1
2013-04-19	4381155	5
2013-04-19	6320921	29
2013-04-19	8214624	3
2013-04-19	9951654	12
2013-04-19	11322693	3
2013-04-19	11498870	3
2013-04-19	13698022	1
2013-04-19	14253215	18
2013-04-19	15097410	6
2013-04-19	15651614	1
2013-04-19	16084631	3
2013-04-19	16682238	60
2013-04-19	17863160	7
2013-04-19	17911012	1
2013-04-19	18191628	41
2013-04-19	18334455	2
2013-04-19	18417984	2
2013-04-20	19217	12
2013-04-20	262675	1
2013-04-20	2116232	1
2013-04-20	2377922	2
2013-04-20	3100343	13
2013-04-20	5471367	1
2013-04-20	6320921	2
2013-04-20	9951654	7
2013-04-20	13153123	2
2013-04-20	14253215	3
2013-04-20	15698563	1
2013-04-20	15891802	19
2013-04-20	16084631	32
2013-04-20	16204289	2
2013-04-20	16710476	1
2013-04-20	17003058	4
2013-04-20	17223173	2
2013-04-20	17692825	4
2013-04-20	17693941	2
2013-04-20	18163206	2
2013-04-20	18191628	10
2013-04-20	18334455	1
2013-04-20	18725603	18
2013-04-21	262675	3
2013-04-21	623903	2
2013-04-21	1955198	4
2013-04-21	2047841	1
2013-04-21	3100343	21
2013-04-21	5471367	2
2013-04-21	9951654	12
2013-04-21	13477862	5
2013-04-21	13698022	2
2013-04-21	15891802	7
2013-04-21	16084631	25
2013-04-21	16682238	16
2013-04-21	17911012	5
2013-04-21	18759280	7
2013-04-22	262675	1
2013-04-22	1435500	10
2013-04-22	2193435	6
2013-04-22	3100343	12
2013-04-22	4017383	2
2013-04-22	5197671	4
2013-04-22	5379071	2
2013-04-22	6320921	26
2013-04-22	8043052	2
2013-04-22	8214624	18
2013-04-22	9109237	1
2013-04-22	9951654	8
2013-04-22	10534893	18
2013-04-22	10984523	8
2013-04-22	11498870	4
2013-04-22	14337986	2
2013-04-22	15891802	1
2013-04-22	16084631	17
2013-04-22	16255965	5
2013-04-22	16646252	1
2013-04-22	16682238	14
2013-04-22	17175981	2
2013-04-22	17863160	40
2013-04-22	17911012	8
2013-04-22	18191628	12
2013-04-22	18334455	3
2013-04-22	18361562	1
2013-04-23	62058	2
2013-04-23	121384	31
2013-04-23	623903	4
2013-04-23	1554842	1
2013-04-23	1588193	1
2013-04-23	1891867	46
2013-04-23	2116232	19
2013-04-23	3804503	1
2013-04-23	4850051	1
2013-04-23	5311630	22
2013-04-23	7704124	3
2013-04-23	8043052	11
2013-04-23	8214624	4
2013-04-23	12023796	4
2013-04-23	14882394	3
2013-04-23	16084631	16
2013-04-23	16255965	5
2013-04-23	17911012	3
2013-04-23	17967120	14
2013-04-23	18191628	8
2013-04-23	18334455	3
2013-04-23	18417984	4
2013-04-23	18725603	21
2013-04-23	18728518	3
2013-04-24	262675	2
2013-04-24	283313	6
2013-04-24	334887	2
2013-04-24	623903	1
2013-04-24	1554842	6
2013-04-24	1955198	4
2013-04-24	2047841	1
2013-04-24	2116232	5
2013-04-24	4850051	1
2013-04-24	6320921	14
2013-04-24	15108104	1
2013-04-24	16084631	42
2013-04-24	17891487	29
2013-04-24	17911012	10
2013-04-24	17967120	8
2013-04-24	18191628	15
2013-04-24	18334455	1
2013-04-24	18417984	2
2013-04-25	121384	8
2013-04-25	262806	1
2013-04-25	334887	1
2013-04-25	1435500	4
2013-04-25	1554842	1
2013-04-25	2820395	1
2013-04-25	6320921	2
2013-04-25	8043052	1
2013-04-25	8214624	6
2013-04-25	11322693	9
2013-04-25	11498870	3
2013-04-25	12023796	42
2013-04-25	13054498	3
2013-04-25	13752875	6
2013-04-25	14337986	8
2013-04-25	14671523	21
2013-04-25	14904681	4
2013-04-25	16084631	78
2013-04-25	16255965	6
2013-04-25	17042426	4
2013-04-25	17175981	8
2013-04-25	17911012	1
2013-04-25	18191628	6
2013-04-25	18334455	3
2013-04-25	18670153	1
2013-04-26	121384	11
2013-04-26	1435500	4
2013-04-26	1473712	1
2013-04-26	2116232	2
2013-04-26	4647825	8
2013-04-26	4850051	1
2013-04-26	8214624	10
2013-04-26	9951654	28
2013-04-26	11498870	3
2013-04-26	13054498	2
2013-04-26	14144510	13
2013-04-26	14671523	6
2013-04-26	14882394	2
2013-04-26	15398482	1
2013-04-26	15891802	4
2013-04-26	16084631	49
2013-04-26	16221583	20
2013-04-26	17967120	33
2013-04-26	18191628	20
2013-04-26	18417984	22
2013-04-27	110228	2
2013-04-27	1473712	17
2013-04-27	3100343	4
2013-04-27	4850051	1
2013-04-27	8271874	1
2013-04-27	9951654	4
2013-04-27	11498870	3
2013-04-27	15064917	26
2013-04-27	16084631	25
2013-04-27	16710476	1
2013-04-27	17911012	2
2013-04-27	18050826	26
2013-04-27	18191628	5
2013-04-27	18249098	1
2013-04-27	18334455	16
2013-04-27	18417984	2
2013-04-28	110228	4
2013-04-28	2193435	3
2013-04-28	2442186	9
2013-04-28	4381155	2
2013-04-28	4647825	4
2013-04-28	4850051	2
2013-04-28	6309001	1
2013-04-28	7044616	5
2013-04-28	8043052	1
2013-04-28	8271874	4
2013-04-28	8786164	26
2013-04-28	9787479	6
2013-04-28	9951654	6
2013-04-28	10539714	2
2013-04-28	14730724	1
2013-04-28	15064917	10
2013-04-28	15891802	2
2013-04-28	16084631	31
2013-04-28	16396275	1
2013-04-28	17911012	1
2013-04-28	18050826	40
2013-04-28	18218984	64
2013-04-28	18334455	34
2013-04-28	18417984	3
2013-04-28	18894358	134
2013-04-29	283225	2
2013-04-29	283313	10
2013-04-29	334887	1
2013-04-29	1435500	2
2013-04-29	2116232	2
2013-04-29	5197671	1
2013-04-29	5311630	89
2013-04-29	5495886	3
2013-04-29	8043052	1
2013-04-29	8168137	31
2013-04-29	14337986	3
2013-04-29	14882394	1
2013-04-29	15064917	7
2013-04-29	15167173	2
2013-04-29	16084631	17
2013-04-29	16221583	2
2013-04-29	18050826	32
2013-04-29	18191628	13
2013-04-29	18218984	82
2013-04-29	18417984	5
2013-04-30	110228	10
2013-04-30	154630	4
2013-04-30	283313	4
2013-04-30	1435500	2
2013-04-30	2157954	2
2013-04-30	4708675	1
2013-04-30	5495886	1
2013-04-30	8168137	16
2013-04-30	8602961	1
2013-04-30	9109237	4
2013-04-30	11322693	5
2013-04-30	12023796	8
2013-04-30	14253215	2
2013-04-30	14570379	15
2013-04-30	14671523	2
2013-04-30	15891802	3
2013-04-30	16084631	19
2013-04-30	16221583	42
2013-04-30	16396275	1
2013-04-30	17219209	17
2013-04-30	17863160	17
2013-04-30	18050826	4
2013-04-30	18187436	6
2013-04-30	18191628	14
2013-04-30	18218984	34
2013-04-30	18334455	10
2013-04-30	18417984	4
2013-05-01	49122	51
2013-05-01	4175835	2
2013-05-01	4381155	9
2013-05-01	4850051	1
2013-05-01	8214624	4
2013-05-01	8786164	18
2013-05-01	9951654	6
2013-05-01	12023796	4
2013-05-01	14337986	7
2013-05-01	14570379	2
2013-05-01	16084631	14
2013-05-01	16682238	28
2013-05-01	17175981	8
2013-05-01	17911012	1
2013-05-01	18050826	6
2013-05-01	18187436	2
2013-05-01	18191628	6
2013-05-01	18218984	20
2013-05-01	18334455	7
2013-05-01	18417984	14
2013-05-02	21834	2
2013-05-02	431183	1
2013-05-02	736808	1
2013-05-02	3957791	74
2013-05-02	4708675	3
2013-05-02	6736011	1
2013-05-02	8043052	2
2013-05-02	9951654	18
2013-05-02	11353139	12
2013-05-02	11498870	3
2013-05-02	14882394	1
2013-05-02	15891802	6
2013-05-02	16084631	20
2013-05-02	16682238	26
2013-05-02	17175981	4
2013-05-02	18050826	12
2013-05-02	18417984	28
2013-05-02	18919856	1
2013-05-03	121384	4
2013-05-03	334887	2
2013-05-03	1576422	2
2013-05-03	3072955	1
2013-05-03	3957791	2
2013-05-03	4708675	1
2013-05-03	5197671	1
2013-05-03	8043052	1
2013-05-03	9787479	2
2013-05-03	11322693	12
2013-05-03	11498870	5
2013-05-03	13477862	2
2013-05-03	14301224	1
2013-05-03	15890753	2
2013-05-03	16084631	7
2013-05-03	17219209	14
2013-05-03	17863160	50
2013-05-03	17911012	4
2013-05-03	17967120	13
2013-05-03	18191628	6
2013-05-03	18334455	25
2013-05-03	18417984	5
2013-05-03	18557890	3
2013-05-04	262675	4
2013-05-04	596246	2
2013-05-04	1241010	3
2013-05-04	5197671	6
2013-05-04	7304264	2
2013-05-04	9951654	12
2013-05-04	11322693	11
2013-05-04	11498870	7
2013-05-04	12460163	2
2013-05-04	13725319	1
2013-05-04	13752875	11
2013-05-04	13768588	5
2013-05-04	15108104	1
2013-05-04	16084631	25
2013-05-04	16349307	1
2013-05-04	17911012	2
2013-05-04	18191628	4
2013-05-04	18218984	20
2013-05-05	110228	2
2013-05-05	262675	5
2013-05-05	334887	2
2013-05-05	1241010	1
2013-05-05	1435500	7
2013-05-05	3641944	208
2013-05-05	4381155	1
2013-05-05	7528757	2
2013-05-05	8043052	3
2013-05-05	9674144	1
2013-05-05	9951654	21
2013-05-05	10984523	7
2013-05-05	12864794	1
2013-05-05	15108104	1
2013-05-05	16084631	24
2013-05-05	16682238	56
2013-05-05	17175981	18
2013-05-05	17219209	5
2013-05-05	17618627	2
2013-05-05	17863160	40
2013-05-05	18039079	2
2013-05-05	18050826	7
2013-05-05	18218984	38
2013-05-05	18334455	7
2013-05-06	154630	7
2013-05-06	262675	8
2013-05-06	829880	2
2013-05-06	1435500	2
2013-05-06	1891867	1
2013-05-06	3641944	16
2013-05-06	3957791	4
2013-05-06	4850051	2
2013-05-06	5311630	45
2013-05-06	8043052	1
2013-05-06	9913194	3
2013-05-06	9951654	23
2013-05-06	9961776	157
2013-05-06	11498870	1
2013-05-06	13477862	2
2013-05-06	13512281	1
2013-05-06	13752875	6
2013-05-06	14678196	3
2013-05-06	15891802	2
2013-05-06	16084631	19
2013-05-06	16359941	16
2013-05-06	17175981	2
2013-05-06	18050826	5
2013-05-06	18218984	10
2013-05-06	18334455	1
2013-05-06	18417984	2
2013-05-06	18513201	1
2013-05-06	18920834	3
2013-05-07	154630	2
2013-05-07	262675	7
2013-05-07	920547	1
2013-05-07	3392400	2
2013-05-07	5311630	64
2013-05-07	8043052	6
2013-05-07	8786164	32
2013-05-07	9109237	1
2013-05-07	9951654	23
2013-05-07	9961776	122
2013-05-07	11498870	2
2013-05-07	11877048	1
2013-05-07	12387964	1
2013-05-07	13725319	2
2013-05-07	14882394	5
2013-05-07	15891802	4
2013-05-07	16084631	2
2013-05-07	16221583	2
2013-05-07	16787888	9
2013-05-07	17175981	2
2013-05-07	17746512	48
2013-05-07	18050826	1
2013-05-07	18160010	2
2013-05-07	18191628	16
2013-05-07	18417984	3
2013-05-08	15138	2
2013-05-08	262675	2
2013-05-08	283225	2
2013-05-08	3100343	5
2013-05-08	3392400	1
2013-05-08	3641944	66
2013-05-08	4850051	1
2013-05-08	9961776	15
2013-05-08	9965046	4
2013-05-08	11498870	3
2013-05-08	12023796	2
2013-05-08	12601280	36
2013-05-08	13327316	3
2013-05-08	14596827	3
2013-05-08	16084631	2
2013-05-08	16359941	14
2013-05-08	16787888	14
2013-05-08	18160010	2
2013-05-08	18417984	2
2013-05-09	254396	3
2013-05-09	1719268	16
2013-05-09	2047841	2
2013-05-09	4381155	2
2013-05-09	4850051	3
2013-05-09	9961776	53
2013-05-09	10539714	1
2013-05-09	14337986	6
2013-05-09	16787888	2
2013-05-09	16910546	35
2013-05-09	17175981	5
2013-05-09	17911012	1
2013-05-09	18160010	3
2013-05-10	196471	2
2013-05-10	262675	2
2013-05-10	283313	2
2013-05-10	334887	7
2013-05-10	1386510	1
2013-05-10	4909972	14
2013-05-10	6204546	1
2013-05-10	7304264	2
2013-05-10	8442828	3
2013-05-10	8548435	16
2013-05-10	14098544	4
2013-05-10	14489501	8
2013-05-10	14570379	33
2013-05-10	15890753	6
2013-05-10	16084631	31
2013-05-10	16163060	22
2013-05-10	16359941	14
2013-05-10	16682238	6
2013-05-10	16787888	2
2013-05-10	17051058	2
2013-05-10	17911012	1
2013-05-10	18050826	4
2013-05-10	18191628	5
2013-05-10	18218984	18
2013-05-11	86247	6
2013-05-11	262675	7
2013-05-11	383662	11
2013-05-11	596246	1
2013-05-11	2790857	2
2013-05-11	2820395	2
2013-05-11	3072955	2
2013-05-11	4850051	2
2013-05-11	4909972	23
2013-05-11	6204546	1
2013-05-11	7304264	1
2013-05-11	8168137	8
2013-05-11	9951654	12
2013-05-11	9961776	1
2013-05-11	10539714	3
2013-05-11	10767004	5
2013-05-11	13527516	6
2013-05-11	15890753	3
2013-05-11	16084631	55
2013-05-11	16359941	4
2013-05-11	16364713	1
2013-05-11	18050826	5
2013-05-11	18218984	33
2013-05-11	18942832	2
2013-05-11	18971219	43
2013-05-12	86247	4
2013-05-12	204282	1
2013-05-12	262675	1
2013-05-12	1435500	4
2013-05-12	1904640	2
2013-05-12	3004667	6
2013-05-12	3072955	2
2013-05-12	3080493	1
2013-05-12	7181920	5
2013-05-12	8043052	3
2013-05-12	9951654	6
2013-05-12	11698331	10
2013-05-12	13512281	15
2013-05-12	13527516	4
2013-05-12	14075196	4
2013-05-12	14904681	1
2013-05-12	15891802	2
2013-05-12	16084631	56
2013-05-12	16364713	1
2013-05-12	16396275	1
2013-05-12	16682238	14
2013-05-12	16910546	21
2013-05-12	17863160	37
2013-05-12	18050826	1
2013-05-12	18160010	7
2013-05-12	18218984	2
2013-05-12	18920834	3
2013-05-12	18971219	14
2013-05-13	1435500	2
2013-05-13	2512606	21
2013-05-13	3004667	16
2013-05-13	3957791	9
2013-05-13	4909972	1
2013-05-13	5311630	33
2013-05-13	9676078	3
2013-05-13	9951654	14
2013-05-13	11322693	3
2013-05-13	11498870	8
2013-05-13	13512281	18
2013-05-13	14882394	3
2013-05-13	16084631	17
2013-05-13	16567965	4
2013-05-13	16682238	28
2013-05-13	18191628	10
2013-05-13	18334455	2
2013-05-13	18985077	16
2013-05-14	69942	6
2013-05-14	262675	5
2013-05-14	1435500	6
2013-05-14	1719268	6
2013-05-14	3004667	23
2013-05-14	3072955	4
2013-05-14	3196543	11
2013-05-14	3957791	15
2013-05-14	4649353	1
2013-05-14	8043052	2
2013-05-14	9951654	4
2013-05-14	14388040	6
2013-05-14	14678196	3
2013-05-14	14882394	5
2013-05-14	16084631	24
2013-05-14	16682238	26
2013-05-14	16787888	12
2013-05-14	17575386	6
2013-05-14	17863160	11
2013-05-14	18191628	2
2013-05-14	18334455	8
2013-05-14	18985077	5
2013-05-15	79	4
2013-05-15	104348	21
2013-05-15	154630	6
2013-05-15	334887	1
2013-05-15	1382933	1
2013-05-15	2193435	1
2013-05-15	3004667	51
2013-05-15	3855926	1
2013-05-15	3957791	7
2013-05-15	4850051	1
2013-05-15	6804626	65
2013-05-15	8043052	1
2013-05-15	8168137	37
2013-05-15	11498870	9
2013-05-15	11698331	29
2013-05-15	13527516	7
2013-05-15	13975403	1
2013-05-15	15891802	1
2013-05-15	16084631	25
2013-05-15	16359941	2
2013-05-15	16682238	8
2013-05-15	16787888	4
2013-05-15	17175981	64
2013-05-15	17605860	28
2013-05-15	17911012	5
2013-05-15	18191628	6
2013-05-15	18218984	4
2013-05-15	18272773	1
2013-05-15	18334455	7
2013-05-15	18670153	19
2013-05-16	154630	7
2013-05-16	334887	1
2013-05-16	2820395	1
2013-05-16	3004667	20
2013-05-16	3957791	42
2013-05-16	4850051	2
2013-05-16	6320921	4
2013-05-16	6804626	130
2013-05-16	8214624	5
2013-05-16	8962702	1
2013-05-16	10539714	1
2013-05-16	11498870	1
2013-05-16	11698331	6
2013-05-16	12536756	2
2013-05-16	16084631	2
2013-05-16	16203606	4
2013-05-16	16682238	16
2013-05-16	17175981	24
2013-05-16	17605860	3
2013-05-16	18191628	2
2013-05-16	18334455	3
2013-05-17	6404	1
2013-05-17	154630	12
2013-05-17	1435500	26
2013-05-17	3004667	10
2013-05-17	3957791	4
2013-05-17	4381155	6
2013-05-17	6320921	13
2013-05-17	6804626	72
2013-05-17	8043052	1
2013-05-17	11498870	9
2013-05-17	11916782	9
2013-05-17	12536756	2
2013-05-17	13512281	11
2013-05-17	14730724	18
2013-05-17	15097410	11
2013-05-17	16682238	16
2013-05-17	17175981	42
2013-05-17	18109531	2
2013-05-17	18191628	10
2013-05-17	18218984	10
2013-05-17	18334455	3
2013-05-17	18417984	9
2013-05-17	18969464	78
2013-05-17	18995082	19
2013-05-18	7872	1
2013-05-18	154630	23
2013-05-18	262675	1
2013-05-18	1435500	11
2013-05-18	3004667	3
2013-05-18	6804626	33
2013-05-18	8043052	1
2013-05-18	10984523	23
2013-05-18	11220631	1
2013-05-18	14730724	11
2013-05-18	15891802	1
2013-05-18	16255965	6
2013-05-18	16514680	1
2013-05-18	16998582	5
2013-05-18	17147732	2
2013-05-18	17175981	88
2013-05-18	18334455	1
2013-05-18	18417984	1
2013-05-18	18806664	67
2013-05-18	18969464	4
2013-05-19	154630	5
2013-05-19	210954	1
2013-05-19	262675	4
2013-05-19	1435500	6
2013-05-19	2157954	1
2013-05-19	3004667	6
2013-05-19	3700330	25
2013-05-19	7304264	1
2013-05-19	8271874	1
2013-05-19	9951654	4
2013-05-19	10984523	60
2013-05-19	11353139	6
2013-05-19	11498870	2
2013-05-19	16349307	1
2013-05-19	17175981	95
2013-05-19	18066332	50
2013-05-19	18334455	2
2013-05-19	18806664	3
2013-05-20	3957791	75
2013-05-20	6320921	19
2013-05-20	8168137	14
2013-05-20	8786164	1
2013-05-20	9109237	1
2013-05-20	9951654	14
2013-05-20	11353139	2
2013-05-20	13919046	5
2013-05-20	13975403	2
2013-05-20	16132726	2
2013-05-20	16396275	1
2013-05-20	16682238	10
2013-05-20	16998582	3
2013-05-20	17175981	85
2013-05-20	18066332	2
2013-05-20	18219887	51
2013-05-20	18334455	1
2013-05-20	18513201	1
2013-05-20	18670153	3
2013-05-20	18998257	8
2013-05-21	1904358	1
2013-05-21	2047841	1
2013-05-21	2116232	2
2013-05-21	3957791	57
2013-05-21	5311630	46
2013-05-21	6320921	1
2013-05-21	10984523	14
2013-05-21	11698331	5
2013-05-21	14334460	1
2013-05-21	15171645	87
2013-05-21	15991542	5
2013-05-21	16682238	2
2013-05-21	17175981	107
2013-05-21	17310446	4
2013-05-21	17911012	1
2013-05-21	18191628	2
2013-05-21	18219887	65
2013-05-21	18334455	4
2013-05-21	18670153	6
2013-05-22	69942	16
2013-05-22	262675	4
2013-05-22	297315	1
2013-05-22	920547	1
2013-05-22	1435500	2
2013-05-22	2157954	14
2013-05-22	2379078	29
2013-05-22	3004667	4
2013-05-22	3957791	20
2013-05-22	4381155	1
2013-05-22	5311630	21
2013-05-22	9951654	21
2013-05-22	10067729	5
2013-05-22	11220631	2
2013-05-22	11498870	1
2013-05-22	11916782	8
2013-05-22	12023796	67
2013-05-22	14882394	10
2013-05-22	15108104	4
2013-05-22	15171645	294
2013-05-22	16084631	16
2013-05-22	16682238	32
2013-05-22	17175981	50
2013-05-22	17605860	3
2013-05-22	17911012	18
2013-05-22	18109531	2
2013-05-22	18163206	2
2013-05-22	18191628	10
2013-05-22	18219887	23
2013-05-22	18334455	16
2013-05-22	18417984	2
2013-05-22	18717168	2
2013-05-23	297315	2
2013-05-23	390477	2
2013-05-23	623903	1
2013-05-23	1435500	14
2013-05-23	2157954	16
2013-05-23	3957791	2
2013-05-23	5311630	4
2013-05-23	6610830	11
2013-05-23	10067729	1
2013-05-23	10715737	10
2013-05-23	11916782	5
2013-05-23	14882394	10
2013-05-23	15171645	192
2013-05-23	15776738	112
2013-05-23	15891802	1
2013-05-23	15991542	16
2013-05-23	16084631	6
2013-05-23	16682238	32
2013-05-23	16787888	7
2013-05-23	17175981	33
2013-05-23	17441670	1
2013-05-23	17911012	4
2013-05-23	18191628	2
2013-05-23	18219887	16
2013-05-23	18334455	10
2013-05-23	18417984	4
2013-05-23	18643049	1
2013-05-23	18670153	14
2013-05-23	18985077	5
2013-05-23	19032503	3
2013-05-24	69942	12
2013-05-24	86247	2
2013-05-24	262675	2
2013-05-24	1435500	6
2013-05-24	1925080	1
2013-05-24	2157954	19
2013-05-24	3004667	2
2013-05-24	3957791	8
2013-05-24	4909972	2
2013-05-24	8043052	2
2013-05-24	9965046	13
2013-05-24	11498870	4
2013-05-24	11916782	10
2013-05-24	12023796	15
2013-05-24	13752875	19
2013-05-24	14489501	4
2013-05-24	14730724	2
2013-05-24	14882394	3
2013-05-24	15171645	98
2013-05-24	15891802	2
2013-05-24	16084631	4
2013-05-24	16255965	4
2013-05-24	16682238	4
2013-05-24	16998582	18
2013-05-24	17175981	66
2013-05-24	17863160	50
2013-05-24	18303751	1
2013-05-24	18334455	9
2013-05-24	18643049	4
2013-05-24	18998257	23
2013-05-25	262675	2
2013-05-25	1435500	9
2013-05-25	3641944	27
2013-05-25	4381155	1
2013-05-25	5019696	20
2013-05-25	5197671	1
2013-05-25	5311630	23
2013-05-25	8043052	1
2013-05-25	8271874	1
2013-05-25	9109237	2
2013-05-25	9951654	1
2013-05-25	12023796	55
2013-05-25	13153123	3
2013-05-25	14365232	2
2013-05-25	14882394	12
2013-05-25	15171645	81
2013-05-25	15776738	10
2013-05-25	15891802	2
2013-05-25	16255965	4
2013-05-25	16428858	1
2013-05-25	16682238	42
2013-05-25	17175981	70
2013-05-25	17618627	9
2013-05-25	17863160	41
2013-05-25	17911012	5
2013-05-25	18109531	2
2013-05-25	18219887	3
2013-05-25	18334455	13
2013-05-26	262675	3
2013-05-26	623903	3
2013-05-26	741292	43
2013-05-26	920547	1
2013-05-26	3004667	2
2013-05-26	3641944	215
2013-05-26	5197671	7
2013-05-26	5471367	3
2013-05-26	9951654	10
2013-05-26	11698331	10
2013-05-26	12023796	2
2013-05-26	13752875	86
2013-05-26	14730724	1
2013-05-26	15171645	91
2013-05-26	15776738	159
2013-05-26	16084631	25
2013-05-26	16132726	2
2013-05-26	16255965	1
2013-05-26	16682238	22
2013-05-26	17175981	15
2013-05-26	17891487	33
2013-05-26	17911012	1
2013-05-26	18334455	5
2013-05-26	18660644	9
2013-05-27	62058	1
2013-05-27	74615	1
2013-05-27	154630	6
2013-05-27	262675	2
2013-05-27	623903	1
2013-05-27	741292	5
2013-05-27	3004667	2
2013-05-27	3641944	62
2013-05-27	3957791	7
2013-05-27	4381155	3
2013-05-27	4850051	1
2013-05-27	5197671	12
2013-05-27	5311630	20
2013-05-27	6804626	7
2013-05-27	8477986	2
2013-05-27	9951654	2
2013-05-27	9961776	20
2013-05-27	10067729	4
2013-05-27	10718199	2
2013-05-27	11498870	2
2013-05-27	11916782	6
2013-05-27	12476685	8
2013-05-27	14489501	1
2013-05-27	15171645	46
2013-05-27	15776738	24
2013-05-27	15891802	5
2013-05-27	16084631	18
2013-05-27	16337077	1
2013-05-27	16682238	8
2013-05-27	17175981	84
2013-05-27	17618627	8
2013-05-27	17911012	25
2013-05-27	18109531	3
2013-05-27	18163206	1
2013-05-27	18219887	8
2013-05-27	18334455	11
2013-05-27	18985077	7
2013-05-28	7872	5
2013-05-28	69942	6
2013-05-28	262675	1
2013-05-28	623903	5
2013-05-28	1435500	8
2013-05-28	3641944	35
2013-05-28	3957791	54
2013-05-28	5197671	1
2013-05-28	10067729	9
2013-05-28	11225276	4
2013-05-28	11498870	6
2013-05-28	13153123	1
2013-05-28	13512281	18
2013-05-28	15171645	36
2013-05-28	15776738	50
2013-05-28	16084631	6
2013-05-28	16682238	16
2013-05-28	16787888	6
2013-05-28	17175981	103
2013-05-28	17441670	7
2013-05-28	17618627	3
2013-05-28	17911012	13
2013-05-28	18109531	4
2013-05-28	18219887	21
2013-05-28	18334455	8
2013-05-28	18417984	4
2013-05-28	18571574	8
2013-05-29	69942	21
2013-05-29	623903	1
2013-05-29	1432885	9
2013-05-29	1435500	28
2013-05-29	2215415	1
2013-05-29	3641944	142
2013-05-29	3957791	47
2013-05-29	5197671	2
2013-05-29	6804626	5
2013-05-29	9109237	1
2013-05-29	9676078	19
2013-05-29	9951654	8
2013-05-29	9961776	9
2013-05-29	10984523	27
2013-05-29	11916782	4
2013-05-29	13041312	46
2013-05-29	15171645	6
2013-05-29	15776738	10
2013-05-29	16019814	1
2013-05-29	16084631	4
2013-05-29	16682238	58
2013-05-29	17175981	107
2013-05-29	17618627	2
2013-05-29	17911012	3
2013-05-29	18109531	3
2013-05-29	18219887	9
2013-05-29	18334455	1
2013-05-29	18417984	6
2013-05-29	18501777	120
2013-05-29	19032503	1
2013-05-30	7872	4
2013-05-30	1138432	1
2013-05-30	1435500	25
2013-05-30	3641944	349
2013-05-30	3957791	13
2013-05-30	9676078	18
2013-05-30	9951654	8
2013-05-30	10539714	2
2013-05-30	13512281	6
2013-05-30	15171645	5
2013-05-30	15891802	11
2013-05-30	16019814	45
2013-05-30	16084631	4
2013-05-30	16255965	1
2013-05-30	16682238	38
2013-05-30	17175981	147
2013-05-30	18109531	4
2013-05-30	18180707	1
2013-05-30	18191628	2
2013-05-30	18334455	5
2013-05-30	18501777	95
2013-05-30	18525658	4
2013-05-30	19032503	1
2013-05-30	19073951	2
2013-05-31	59944	4
2013-05-31	154991	19
2013-05-31	262675	2
2013-05-31	1432885	2
2013-05-31	1435500	2
2013-05-31	3957791	1
2013-05-31	6804626	44
2013-05-31	8043052	2
2013-05-31	9951654	2
2013-05-31	11386485	1
2013-05-31	13211778	6
2013-05-31	14489501	6
2013-05-31	14730724	1
2013-05-31	15171645	14
2013-05-31	15890753	2
2013-05-31	16084631	11
2013-05-31	16682238	34
2013-05-31	17175981	115
2013-05-31	17863160	46
2013-05-31	17874156	3
2013-05-31	17911012	7
2013-05-31	18191628	2
2013-05-31	18334455	20
2013-05-31	18417984	6
2013-05-31	18501777	36
2013-05-31	18969464	2
2013-05-31	18985077	1
2013-05-31	19073951	12
2013-05-31	19079409	29
2013-06-01	86163	6
2013-06-01	154991	2
2013-06-01	262675	1
2013-06-01	3641944	263
2013-06-01	4058581	1
2013-06-01	4071608	2
2013-06-01	6804626	142
2013-06-01	9951654	6
2013-06-01	11916782	4
2013-06-01	13041312	2
2013-06-01	13211778	1
2013-06-01	13259281	80
2013-06-01	15891802	11
2013-06-01	16084631	12
2013-06-01	16682238	34
2013-06-01	17175981	57
2013-06-01	17863160	27
2013-06-01	18241343	133
2013-06-01	18334455	4
2013-06-01	18501777	17
2013-06-01	19073951	5
2013-06-02	154991	4
2013-06-02	1904640	6
2013-06-02	2215415	1
2013-06-02	2779825	66
2013-06-02	3641944	27
2013-06-02	4850051	1
2013-06-02	6804626	78
2013-06-02	6935794	1
2013-06-02	7304264	4
2013-06-02	12926395	3
2013-06-02	13259281	172
2013-06-02	14489501	3
2013-06-02	14882394	8
2013-06-02	15171645	10
2013-06-02	15419754	8
2013-06-02	15891802	3
2013-06-02	16084631	48
2013-06-02	16359941	4
2013-06-02	16682238	18
2013-06-02	17175981	90
2013-06-02	17618627	5
2013-06-02	18050826	4
2013-06-02	18109531	16
2013-06-02	18241343	156
2013-06-02	18501777	13
2013-06-02	19079409	1
2013-06-03	6995	2
2013-06-03	86163	4
